objectid,candidate_id,time_mjd,t_days,band,mag
,9994_429,61418.44344680599,13.143482208251953,g,29.844322204589844
,9994_430,61418.44344680599,13.143482208251953,r,25.73992919921875
,9994_431,61418.44344680599,13.143482208251953,i,23.55685043334961
,9994_432,61418.44344680599,13.143482208251953,z,22.19586181640625
,9994_433,61418.44344680599,13.143482208251953,y,21.45002555847168
,9994_434,61419.22293346218,13.922968864440918,r,26.632349014282227
,9994_435,61419.22293346218,13.922968864440918,i,24.10309600830078
,9994_436,61419.22293346218,13.922968864440918,z,22.518566131591797
,9994_437,61419.22293346218,13.922968864440918,y,21.670429229736328
,9994_438,61420.04864948086,14.748684883117676,r,27.617847442626953
,9994_439,61420.04864948086,14.748684883117676,i,24.72745704650879
,9994_440,61420.04864948086,14.748684883117676,z,22.91617202758789
,9994_441,61420.04864948086,14.748684883117676,y,21.897727966308594
,9994_442,61420.92333572201,15.623371124267578,r,28.63036346435547
,9994_443,61420.92333572201,15.623371124267578,i,25.498550415039062
,9994_444,61420.92333572201,15.623371124267578,z,23.34872055053711
,9994_445,61420.92333572201,15.623371124267578,y,22.187931060791016
,9994_446,61421.84989517025,16.549930572509766,r,29.642269134521484
,9994_447,61421.84989517025,16.549930572509766,i,26.350858688354492
,9994_448,61421.84989517025,16.549930572509766,z,23.879764556884766
,9994_449,61421.84989517025,16.549930572509766,y,22.584449768066406
,9994_450,61422.8314053326,17.53144073486328,i,27.275312423706055
,9994_451,61422.8314053326,17.53144073486328,z,24.572389602661133
,9994_452,61422.8314053326,17.53144073486328,y,23.062965393066406
,9994_453,61423.871122053184,18.571157455444336,i,28.29083251953125
,9994_454,61423.871122053184,18.571157455444336,z,25.321109771728516
,9994_455,61423.871122053184,18.571157455444336,y,23.703472137451172
,9994_456,61424.97250526241,19.67254066467285,i,29.349239349365234
,9994_457,61424.97250526241,19.67254066467285,z,26.22474479675293
,9994_458,61424.97250526241,19.67254066467285,y,24.44105339050293
,9994_459,61426.13920371822,20.8392391204834,z,27.11829948425293
,9994_460,61426.13920371822,20.8392391204834,y,25.116893768310547
,9994_461,61427.375096967735,22.075132369995117,z,28.044069290161133
,9994_462,61427.375096967735,22.075132369995117,y,25.917016983032227
,9994_463,61428.68428199581,23.38431739807129,z,28.977182388305664
,9994_464,61428.68428199581,23.38431739807129,y,26.701309204101562
,9994_465,61430.07111327938,24.771148681640625,z,29.832456588745117
,9994_466,61430.07111327938,24.771148681640625,y,27.321044921875
,9994_467,61431.540189436,26.240224838256836,y,27.81686019897461
,9994_468,61433.09639327816,27.796428680419922,y,28.843032836914062
